text,sentiment
i think i am a bit in love with his creation and wit but not that physic attract to him although he has great style,neutral
_a_michael hey thank for anoth great day i m go to sleep now i ll chat with you tomorrow sweet dream,positive
i bet it cool down in sr huh it s not here i haven t stop sweat sinc noon when dad and i were pack,negative
ohshnapsss is she piss at blair as usual hahah yeeeah i bake cooki,neutral
no bueno hollykin need to feel better asap p s i miss you you done with uni soon aren t you soproudofyou,neutral
http twitpic com v vr cool you and your mother have awesom hair style wish her a happi mother s day,positive
happi mother s day mother,positive
my express watch this again http tinyurl com eqbw,neutral
stupid bipolar weather ruin my day off,negative
i didn t want to tell you but i think it s your bodi odour,negative
nice beta for easport still no news on the onlin for madden,neutral
that pretti bad qualiti and probabl the worst pic u post till date,negative
i miss your call,negative
unfortun for us it look like there are no funni peopl on twitter should we move to fb or start our own flitter,negative
just came back from karaok eat dinner with emili it was sooooo much fun,positive
discrimin is not a bad thing i ve learn to say no my children would say i master that year ago,positive
sure i can talk the fabul part though is out sorri dear,neutral
did you see the sec clip of the new moon trailer it up on etonlin com check it out it a big teas though,negative
just got back from work out i m feel pretti good work at,positive
ahhh my satz blend didn t save,neutral
so whi should that matter i bet you would be great at it i do it s what you love right whi not go for it,positive
dh is just about finish make his giant trio candi bar thank the heaven his work mate are in for a treat tomorrow,positive
my ear are pop,neutral
work on diffus that irrit but this traffic sure isn t help mother f it s alway real bad the day th i help plan stuff,negative
i submit my resum the same day and saw no answer back oh well,negative
catch up on week of lost and grey s hous is quiet again,neutral
i love when ryan a housewif make me smile,positive
sooo i m kinda o sick n tire of the bs that guy dish out,negative
boo i was hope for a fake alien stori with a tinfoil cover beachbal photo,negative
hey phillll wazzuppppp,neutral
miss out on westcott micro apollo too,negative
great you can buy me lunch when i get my pay cut next month,positive
final gone to the beach yeaaaah,positive
_ranjan did i ever mention what a nice and awesom dude you are,positive
last weekday of do noth school start next week,neutral
hello gorgeous girl nice new pic how are you today,positive
ok that duet was hyster lol,positive
ok i have to turn off all of my twitter devic updat until i get a new batteri phone goe from fulli charg to dead in about hour,neutral
michell is a hot mama with chichi grand,neutral
either way you alway tend to make my followfriday list sweeti you do rock that much,positive
no one i know like boil peanut t,neutral
watch th episod of numb rs love how they did a throwback to the first episod use the sprinkler theori,positive
i m sleepi but is feel under the weather ugh these tonsil i need some compani or somebodi to talk too,negative
pleas get a cell phone with a better camera on it your pictur are real bad qualiti compar to those that miley took,neutral
_ichigo she tri to carri on aswel bless i suppos mayb that s whi kid shouldn t be in it,positive
booziest weekend in a long time good fun though,positive
count the hour of lost sunshin until the weekend,negative
plan and tri to call the doctor though that isn t go so well so most plan,negative
hoooray i m hook alreadi,neutral
ok then have a good day,positive
i agre everybodi would ve been excit and then it goe ohhhh nooooo ms screw up again,neutral
edg left me off the contributor list in this month s issu x ffs werd,neutral
ooo growl and yummi time come soon for you too huh oh yeah i have been hunt for a combo tshirt think i can find one no,neutral
im back to this z index problem again,negative
is anyon out there so bore at work,negative
am hate my life at the moment there s onli so mani nos my delic littl mind can take,negative
check out and start new tee s limit edit in differ way check facebook group too,neutral
they be the husband or the girl,neutral
think of what i should do in vega ani good idea or place that are a most see,neutral
first day of summer suck it overcast and cold this isn t summer,negative
hi to one kiwi artist from anoth kiwi artist,neutral
say happi mother s day to all mom out there http plurk com p stkr,positive
oooo ok whi havent you accept my friend request,neutral
sorri to tweet about bgt but poor wonder crazi weird greg so not fair the silli littl girl is never go to cope urgh not fair,negative
no,neutral
_michel thank for that am now follow them love good caus,positive
not avail in my area i would too,negative
it friday onli more hour until i m free until tomorrow oh well,neutral
meet just in time that iã â â½m tri to win someth prize s friday,neutral
wait for have cramp,negative
philosophi final today thank you it s day now,positive
s plan didn t go as follow but it ok,neutral
_what_ did you do let me guess you skip sport and bought a new pinkish outfit,neutral
where is the rain pleas come out,neutral
my pleasur,neutral
st present for senior board fml,negative
lol i know but it was just so funni ahaha,positive
wide awak and grouchi as,negative
just when i thought thing couldn t get ani wors it just did and it will get even wors tonight i bet my life is a miseri,negative
i don t have the app that doe it,neutral
lol hi emmi latin would help me studi for the aptitud test to get into grad school that whi i wan na take it,positive
out for supper tonight with kurumi in minut,neutral
